100;2207;2207;1.17721E-4
100;2207;2207;1.11863E-4
100;10098;4950;5.4619E-4
100;1274;779;1.23536E-4
100;0;0;3.787E-6
100;0;0;1.17445E-4
100;10098;4950;3.77515E-4
100;1274;779;2.0962E-5
100;0;0;4.708E-6
100;0;0;1.02804E-4
100;10098;4950;5.0617E-5
100;1274;779;2.7673E-5
100;0;0;3.779E-6
100;0;0;1.02962E-4
100;10098;4950;3.5036E-5
100;1274;779;1.6376E-5
200;9527;9527;4.76683E-4
200;9527;9527;4.51901E-4
200;40198;19900;1.47361E-4
200;2968;1877;3.9692E-5
200;0;0;7.595E-6
200;0;0;4.36872E-4
200;40198;19900;1.79753E-4
200;2968;1877;5.802E-5
200;0;0;6.921E-6
200;0;0;3.79106E-4
200;40198;19900;1.37234E-4
200;2968;1877;3.6145E-5
200;0;0;7.037E-6
200;0;0;6.1581E-5
200;40198;19900;1.3343E-4
200;2968;1877;3.5339E-5
300;21127;21127;9.97113E-4
300;21127;21127;1.66367E-4
300;90298;44850;2.95279E-4
300;4810;3083;5.5929E-5
300;0;0;1.0066E-5
300;0;0;1.30572E-4
300;90298;44850;3.05415E-4
300;4810;3083;5.6716E-5
300;0;0;1.1365E-5
300;0;0;1.71582E-4
300;90298;44850;2.95517E-4
300;4810;3083;8.945E-5
300;0;0;1.4225E-5
300;0;0;1.39694E-4
300;90298;44850;2.96477E-4
300;4810;3083;5.5228E-5
400;42157;42157;0.001716749
400;42157;42157;2.4349E-4
400;160398;79800;7.21985E-4
400;6718;4329;7.6701E-5
400;0;0;2.392E-6
400;0;0;2.29989E-4
400;160398;79800;7.00975E-4
400;6718;4329;7.5355E-5
400;0;0;2.317E-6
400;0;0;2.29994E-4
400;160398;79800;7.01276E-4
400;6718;4329;7.8806E-5
400;0;0;2.353E-6
400;0;0;2.36768E-4
400;160398;79800;7.55153E-4
400;6718;4329;7.4604E-5
500;57318;57318;2.22414E-4
500;57318;57318;1.05265E-4
500;250498;124750;0.001154856
500;8692;5702;9.5823E-5
500;0;0;2.848E-6
500;0;0;9.0767E-5
500;250498;124750;0.001133859
500;8692;5702;9.5975E-5
500;0;0;2.871E-6
500;0;0;9.1821E-5
500;250498;124750;0.001129274
500;8692;5702;9.5957E-5
500;0;0;2.817E-6
500;0;0;8.8203E-5
500;250498;124750;1.1653E-4
500;8692;5702;9.5119E-5
600;93965;93965;3.3733E-4
600;93965;93965;1.01786E-4
600;360598;179700;1.74652E-4
600;10790;7013;1.19777E-4
600;0;0;4.289E-6
